artist,artistid,cat,catid
1FAN,31001527,其他男歌手,4001
dope,33166362,其他男歌手,4001
Phúc Du,34924016,其他男歌手,4001
King Kudo,35907617,其他男歌手,4001
Xomu,12903205,其他男歌手,4001
赵弘发,37561006,其他男歌手,4001
Win Metawin,37682685,其他男歌手,4001
EA7_Zcq,36337691,其他男歌手,4001
Bright Vachirawit,34606113,其他男歌手,4001
Xamdam Sobirov,12930140,其他男歌手,4001
JIPSA,13609748,其他男歌手,4001
Little End,12611210,其他男歌手,4001
Mamatali-Molla,31315411,其他男歌手,4001
Djxuxan roze,35183867,其他男歌手,4001
SimorE,1203059,其他男歌手,4001
茜拉,275494,其他女歌手,4002
Hoang Thuy Linh,1049217,其他女歌手,4002
一页言,32125740,其他女歌手,4002
Krista Marina,27743268,其他女歌手,4002
Han Sara,12845667,其他女歌手,4002
Shirfine,189603,其他女歌手,4002
Pazliya Amat,34208324,其他女歌手,4002
Guzalnur-Kasim,34402942,其他女歌手,4002
sarah salola,52342288,其他女歌手,4002
DoubleBam,305480,其他女歌手,4002
Shafaet Osman,12851125,其他女歌手,4002
Isyana Sarasvati,1177004,其他女歌手,4002
elena,14072127,其他女歌手,4002
萌妹,12967419,其他女歌手,4002
Pháo,14839429,其他女歌手,4002
Kelly凯丽,33927385,其他女歌手,4002
Rayhon,74436,其他女歌手,4002
noli,49320278,其他女歌手,4002
GulgineMollaemet,12194330,其他女歌手,4002
Ten Nararak,106600,其他女歌手,4002
Yuna,106626,其他女歌手,4002
Sevinch Mo'minova,12200929,其他女歌手,4002
Sainkho Namtchylak,106570,其他女歌手,4002
Shreya Ghoshal,78026,其他女歌手,4002
小朴的派大星,48675891,其他女歌手,4002
Feride Hilal Akın,12311557,其他女歌手,4002
Aliya-上海,36456301,其他女歌手,4002
Rainych,34792117,其他女歌手,4002
Alka Yagnik,106399,其他女歌手,4002
Numcha,33792055,其他女歌手,4002
RuDi,47823487,其他女歌手,4002
Lata Mangeshkar,106489,其他女歌手,4002
南有乔木,12662666,其他女歌手,4002
A_YNR96,49967447,其他女歌手,4002
Fargana-Alim,34054319,其他女歌手,4002
Rana Rozi,34468303,其他女歌手,4002
Halida Imam,33999211,其他女歌手,4002
Ebony,52438549,其他女歌手,4002
Kurbannisa-Barat,30382011,其他女歌手,4002
Zohra offical,36706877,其他女歌手,4002
蜡笔没了小新,34537273,其他女歌手,4002
MILLI,297458,其他女歌手,4002
United Idol,35839534,其他女歌手,4002
Quwer,36398994,其他女歌手,4002
TsringYangGe央,35247231,其他女歌手,4002
DAKOOKA,12812439,其他女歌手,4002
Tata Young,18167,其他女歌手,4002
Blue autumn,48813384,其他女歌手,4002
Veronica,106614,其他女歌手,4002
zulhumar zeper,30796397,其他女歌手,4002
Sunidhi Chauhan,130008,其他女歌手,4002
Funda Arar,131962,其他女歌手,4002
Dilsoz,12935099,其他女歌手,4002
LokLok Piano,34248280,其他女歌手,4002
Nurnisa Abbas,34600730,其他女歌手,4002
张承惠,47911839,其他女歌手,4002
XIANG,12147390,其他女歌手,4002
长岛十四_,36707603,其他女歌手,4002
王书怡,28292080,其他女歌手,4002
DU丢丢丢,12281458,其他女歌手,4002
Bích Phương,13258901,其他女歌手,4002
Ink Waruntorn,1192555,其他女歌手,4002
麦克斯的头孢丙烯片,34202302,其他女歌手,4002
Lola,1193539,其他女歌手,4002
苏畅,13838555,其他女歌手,4002
Irmak Arıcı,31724802,其他女歌手,4002
徐AXu,34235815,其他女歌手,4002
彦宁不吃萝卜,47351598,其他女歌手,4002
Rumi4967,53623775,其他女歌手,4002
Violette Wautier,1058164,其他女歌手,4002
Suni Ha Linh,12845571,其他女歌手,4002
Zulhayat ismayil,35790089,其他女歌手,4002
Addiction冷,33936905,其他女歌手,4002
PEARWAH,29811710,其他女歌手,4002
Ozoda Nursaidova,12974158,其他女歌手,4002
Server Shevket 赛丽娃尔,32672347,其他女歌手,4002
Nuzur Zeli,12091148,其他女歌手,4002
Lea,29787670,其他女歌手,4002
He河桶ara,51294927,其他女歌手,4002
Dilara Abduxukur,34093464,其他女歌手,4002
Meghna Mishra,12902072,其他女歌手,4002
Yvon,12286524,其他女歌手,4002
汪川,12272944,其他女歌手,4002
水玥兒,12255040,其他女歌手,4002
Nan Vatiya,11971047,其他女歌手,4002
古茗,34197715,其他女歌手,4002
LizzI,12205751,其他女歌手,4002
Truong Quynh Anh,106601,其他女歌手,4002
Kavita Krishnamurthy,63675,其他女歌手,4002
周毛嘉,12032325,其他女歌手,4002
Öxacillis,34601855,其他女歌手,4002
Baturjan Gittar,12332137,其他女歌手,4002
仁增卓玛,48821420,其他女歌手,4002
Carmen卡萌酱,32833962,其他女歌手,4002
Noni,34450092,其他女歌手,4002
琼英·卓玛,975786,其他女歌手,4002
Palak Muchhal,954075,其他女歌手,4002
ammanman,30905311,其他女歌手,4002
Gulsanam Mamazoitova,12974012,其他女歌手,4002
逗子,12183661,其他女歌手,4002
HYBS,49713779,其他组合/乐队,4003
九宝乐队,106805,其他组合/乐队,4003
Ummon,12205838,其他组合/乐队,4003
Benom guruhi,12505929,其他组合/乐队,4003
babychair,37092139,其他组合/乐队,4003
Slot Machine,868124,其他组合/乐队,4003
Cheetah Mobile Games,12276318,其他组合/乐队,4003
oBu_Official,36614378,其他组合/乐队,4003
Hilola Samirazar,35784631,其他组合/乐队,4003
Candy,35873634,其他组合/乐队,4003
The Hu,30615613,其他组合/乐队,4003
Elhar-Exclusive,34965756,其他组合/乐队,4003
Tugmanqi吐戈曼齐,48569076,其他组合/乐队,4003
僵尸King,34533773,其他组合/乐队,4003
抛,12051100,其他组合/乐队,4003
Nur_Exclusive,33697148,其他组合/乐队,4003
Piano Hub,32681286,其他组合/乐队,4003
Mango Guruhi,29999934,其他组合/乐队,4003
HAKAN,12955345,其他组合/乐队,4003
Yillar guruhi,12935103,其他组合/乐队,4003
Kelkvn,12568487,其他组合/乐队,4003
4EVE,35795732,其他组合/乐队,4003
Tilly Birds,12709897,其他组合/乐队,4003
Hurd,106780,其他组合/乐队,4003
Ирина Кайратовна,28497662,其他组合/乐队,4003
阿先生,36519618,其他组合/乐队,4003
ZebraZebra,13683852,其他组合/乐队,4003
Getsunova,905156,其他组合/乐队,4003
Jatin-Lalit,106801,其他组合/乐队,4003
Chillies,30975347,其他组合/乐队,4003
Amanecer Ecuador,106647,其他组合/乐队,4003
4oot,12259787,其他组合/乐队,4003
ORDA,12000034,其他组合/乐队,4003
Dervishi,106727,其他组合/乐队,4003
eigenTunes亦听,1207047,其他组合/乐队,4003
XJ WAYWAY,35514836,其他组合/乐队,4003
Off-Gun,31814508,其他组合/乐队,4003
Lipta,904054,其他组合/乐队,4003
夜の律,13537449,其他组合/乐队,4003
SIZZY,36297758,其他组合/乐队,4003
Scrubb,203857,其他组合/乐队,4003
黑泽诺亚NOIR,51731422,其他组合/乐队,4003
HKT,408944,其他组合/乐队,4003
Do Shit,12139012,其他组合/乐队,4003
Three Man Down,12838890,其他组合/乐队,4003
MEAN,12387031,其他组合/乐队,4003
Carla,12271611,其他组合/乐队,4003
R,48640080,其他组合/乐队,4003
TATAR,106929,其他组合/乐队,4003
Bill & Brod,13021939,其他组合/乐队,4003
The Wasabies,31079371,其他组合/乐队,4003
2088Official,31434921,其他组合/乐队,4003
小-上海,36566294,其他组合/乐队,4003
灯欣爱乐艺术中心· WPX,12761436,其他组合/乐队,4003
Klear,95427,其他组合/乐队,4003
Мельница,818191,其他组合/乐队,4003
Nadeem & Shravan,452098,其他组合/乐队,4003
AltaiKAI,106630,其他组合/乐队,4003
陈讨厌_,53646138,其他组合/乐队,4003
Gym and Swim,956172,其他组合/乐队,4003
Cocktail,1146056,其他组合/乐队,4003
晴海,33101551,其他组合/乐队,4003
林如韵,12600335,其他组合/乐队,4003
都兰乐队,33835047,其他组合/乐队,4003
AMTwo,12642917,其他组合/乐队,4003
Yiltiz,1064094,其他组合/乐队,4003
Haranga,94160,其他组合/乐队,4003
Potato,72492,其他组合/乐队,4003
inblood,34786631,其他组合/乐队,4003
Inspirative,106790,其他组合/乐队,4003
РУССКИЙ ТАНЦПОЛ,53589918,其他组合/乐队,4003
TRINITY,46341089,其他组合/乐队,4003
Wiener Sängerknaben,12237434,其他组合/乐队,4003
Huun-Huur-Tu,106782,其他组合/乐队,4003
Matthiola Records,12344372,其他组合/乐队,4003
Sajid-Wajid,957150,其他组合/乐队,4003
Sheet Music Boss,34940501,其他组合/乐队,4003
PiXXiE,46819454,其他组合/乐队,4003
NIJISANJI ID,47947936,其他组合/乐队,4003
普天堡电子乐团,32124859,其他组合/乐队,4003
Loso,12975122,其他组合/乐队,4003
Khusugtun,1028050,其他组合/乐队,4003
刘翼诚,33114988,其他组合/乐队,4003
Madhouse,33998687,其他组合/乐队,4003
地址不明声音实验室,30955161,其他组合/乐队,4003
North Korean Archives,36842317,其他组合/乐队,4003
Dj Rag jan,36342393,其他组合/乐队,4003
Sleepmakeswaves,100022,其他组合/乐队,4003
菩提集团,12194760,其他组合/乐队,4003
Budokan,106688,其他组合/乐队,4003
Liberation乐队,13037523,其他组合/乐队,4003
PLAN3ET AUDIO叁星社,36513047,其他组合/乐队,4003
New & Jiew,106863,其他组合/乐队,4003
Crystal Lake,1161044,其他组合/乐队,4003
25hours,106998,其他组合/乐队,4003
Egschiglen,91736,其他组合/乐队,4003
Altai Kai,31414630,其他组合/乐队,4003
Bodyslam,88356,其他组合/乐队,4003
四千金,200429,其他组合/乐队,4003
TEMPT,12202425,其他组合/乐队,4003
